race,noun,"each of the major divisions of humankind, having distinct physical characteristics."
racecourse,noun,a ground or track for horse or dog racing.
racecourses,noun,a ground or track for horse or dog racing.
raced,verb,compete with another or others to see who is fastest at covering a set course or achieving an objective.
raced,verb,move or progress swiftly or at full speed.
racehorse,noun,"a horse bred, trained, and kept for racing."
racehorses,noun,"a horse bred, trained, and kept for racing."
raceme,noun,a flower cluster with the separate flowers attached by short equal stalks at equal distances along a central stem. The flowers at the base of the central stem develop first.
racemes,noun,a flower cluster with the separate flowers attached by short equal stalks at equal distances along a central stem. The flowers at the base of the central stem develop first.
racemose,adjective,(of a flower cluster) taking the form of a raceme.
racer,noun,an animal or means of transport bred or designed for racing.
racers,noun,an animal or means of transport bred or designed for racing.
races,noun,"a groove, channel, or passage, in particular:"
races,noun,"a competition between runners, horses, vehicles, etc. to see which is the fastest in covering a set course."
races,noun,a strong or rapid current flowing through a narrow channel in the sea or a river.
racetrack,noun,a racecourse.
racetracks,noun,a racecourse.
raceway,noun,"a water channel, especially an artificial one of running water in which fish are reared."
raceways,noun,"a water channel, especially an artificial one of running water in which fish are reared."
rachets,,a toothed bar with which a pawl engages. (not in technical use) a pawl or the like used with a <b>ratchet</b> or <b>ratchet</b> wheel. a mechanism consisting of such a bar or wheel with the pawl. <b>ratchet</b> wheel. 5.
rachis,noun,Ornithology
rachitic,,"1797, from rachitis (1727), medical Latin, from Late Greek rhakhitis (nosos) ""<b>rachitic</b> disease, inflammation of the spine,"" from Greek rhakhis ""spine, ridge, rib of a leaf"" (see rachio-). <b>rachitic</b> in Medicine Expand. rachitis raÂ·chiÂ·tis (rÉ-kÄ«'tÄ­s) n. See rickets."
rachitis,noun,old-fashioned medical term for rickets.
racy,adjective,"lively, entertaining, and typically sexually titillating."
racial,adjective,relating to race.
racialism,noun,another term for racism.
racialist,,<b>Definition</b> of <b>RACIALISM</b>. : a theory that race determines human traits and capacities; also : racism. â raÂ·cialÂ·ist \-list\ noun or adjective. â raÂ·cialÂ·isÂ·tic \ËrÄ-shÉ-Ëlis-tik\ adjective. See <b>racialism defined</b> for English-language learners.
racialistic,,"racialism. the belief in or practice of the doctrine of racism. â racialist, n. â <b>racialistic</b>, adj. See also: Race."
racialists,,<b>Definition</b> of RACIALISM. : a theory that race determines human traits and capacities; also : racism. â raÂ·cialÂ·ist \-list\ noun or adjective. â raÂ·cialÂ·isÂ·tic \ËrÄ-shÉ-Ëlis-tik\ adjective. See racialism <b>defined</b> for English-language learners.
racially,,"Of, relating to, or characteristic of race or races. 2. Arising from or based on differences among human <b>racial</b> groups: <b>racial</b> conflict; <b>racial</b> discrimination."
racier,adjective,"lively, entertaining, and typically sexually titillating."
raciest,adjective,"lively, entertaining, and typically sexually titillating."
racing,noun,short for horse racing.
racism,noun,"the belief that all members of each race possess characteristics, abilities, or qualities specific to that race, especially so as to distinguish it as inferior or superior to another race or races."
racisms,,Full <b>Definition</b> of <b>RACISM</b>. 1. : a belief that race is the primary determinant of human traits and capacities and that racial differences produce an inherent superiority of a particular race. 2. : racial prejudice or discrimination.
racist,noun,a person who believes that a particular race is superior to another.
racist,adjective,having or showing the belief that a particular race is superior to another.
racists,noun,a person who believes that a particular race is superior to another.
rack,noun,"a cogged or toothed bar or rail engaging with a wheel or pinion, or using pegs to adjust the position of something."
rack,noun,"a framework, typically with rails, bars, hooks, or pegs, for holding or storing things."
racked,verb,"cause extreme pain, anguish, or distress to."
racked,verb,place in or on a rack.
racker,,"<b>Racker</b> is an opinionated Ruby DSL for generating Packer(www.packer.io) templates. <b>Racker</b> is able to take multiple <b>Racker</b> templates, merge them together, and generate a single Packer template."
racket,noun,"a bat with a round or oval frame strung with catgut, nylon, etc., used especially in tennis, badminton, and squash."
racket,noun,a loud unpleasant noise; a din.
racket,verb,make or move with a loud unpleasant noise.
racket,verb,enjoy oneself socially; go in pursuit of pleasure or entertainment.
racketed,verb,make or move with a loud unpleasant noise.
racketeer,noun,a person who engages in dishonest and fraudulent business dealings.
racketeering,,"<b>Racketeering</b> refers to criminal activity that is performed to benefit an organization such as a crime syndicate. Examples of <b>racketeering</b> activity include extortion, money laundering, loan sharking, obstruction of justice and bribery."
racketeers,noun,a person who engages in dishonest and fraudulent business dealings.
racketier,noun,a person who engages in dishonest and fraudulent business dealings.
racketing,verb,make or move with a loud unpleasant noise.
rackets,noun,"a ball game for two or four people played with rackets in a plain four-walled court, distinguished from squash in particular by the use of a solid, harder ball."
racking,verb,"cause extreme pain, anguish, or distress to."
racking,verb,place in or on a rack.
racks,noun,"a cogged or toothed bar or rail engaging with a wheel or pinion, or using pegs to adjust the position of something."
racks,noun,"a framework, typically with rails, bars, hooks, or pegs, for holding or storing things."
raconteur,noun,a person who tells anecdotes in a skilful and amusing way.
raconteurs,noun,a person who tells anecdotes in a skilful and amusing way.
racoon,noun,"a greyish-brown American mammal which has a foxlike face with a black mask, a ringed tail, and the habit of washing its food in water."
racoons,noun,"a greyish-brown American mammal which has a foxlike face with a black mask, a ringed tail, and the habit of washing its food in water."
racquet,noun,"a bat with a round or oval frame strung with catgut, nylon, etc., used especially in tennis, badminton, and squash."
racquetball,noun,a game played with a small hard ball and a short-handled racket in a four-walled handball court.
racquets,noun,"a bat with a round or oval frame strung with catgut, nylon, etc., used especially in tennis, badminton, and squash."
radar,noun,"a system for detecting the presence, direction, distance, and speed of aircraft, ships, and other objects, by sending out pulses of radio waves which are reflected off the object back to the source."
radars,noun,"a system for detecting the presence, direction, distance, and speed of aircraft, ships, and other objects, by sending out pulses of radio waves which are reflected off the object back to the source."
raddle,noun,another term for reddle.
raddled,adjective,showing signs of age or fatigue.
raddled,adjective,coloured with or as if with raddle.
raddles,noun,another term for reddle.
raddling,verb,colour with reddle.
radial,adjective,of or arranged like rays or the radii of a circle; diverging in lines from a common centre.
radially,,"Full <b>Definition</b> of <b>RADIAL</b>. 1. : arranged or having parts arranged like rays. 2. a : relating to, placed like, or moving along a radius."
radials,noun,a radial tyre.
radian,noun,"a unit of measurement of angles equal to about 57.3Â°, equivalent to the angle subtended at the centre of a circle by an arc equal in length to the radius."
radiance,noun,light or heat as emitted or reflected by something.
radiances,,"<b>Radiance</b> is a type of glowing: either from a light source like the sun or a healthy, beaming person. The sun radiates lights, and bright objects that give off light rays have a quality called <b>radiance</b>."
radians,noun,"a unit of measurement of angles equal to about 57.3Â°, equivalent to the angle subtended at the centre of a circle by an arc equal in length to the radius."
radiant,adjective,sending out light; shining or glowing brightly.
radiant,adjective,"(of electromagnetic energy, especially heat) transmitted by radiation, rather than conduction or convection."
radiant,noun,"a point or object from which light or heat radiates, especially a heating element in an electric or gas heater."
radiantly,,Full <b>Definition</b> of <b>RADIANT</b>. 1. a : radiating rays or reflecting beams of light. b : vividly bright and shining : glowing. 2.
radiants,noun,"a point or object from which light or heat radiates, especially a heating element in an electric or gas heater."
radiate,verb,"emit (energy, especially light or heat) in the form of rays or waves."
radiate,verb,diverge or spread from or as if from a central point.
radiate,adjective,arranged in or having a radial pattern.
radiated,verb,"emit (energy, especially light or heat) in the form of rays or waves."
radiated,verb,diverge or spread from or as if from a central point.
radiates,verb,"emit (energy, especially light or heat) in the form of rays or waves."
radiates,verb,diverge or spread from or as if from a central point.
radiating,verb,"emit (energy, especially light or heat) in the form of rays or waves."
radiating,verb,diverge or spread from or as if from a central point.
radiative,,"In climate science, <b>radiative</b> forcing or climate forcing is <b>defined</b> as the difference of insolation (sunlight) absorbed by the Earth and energy radiated back to space. Typically, <b>radiative</b> forcing is quantified at the tropopause in units of watts per square meter of the Earth's surface."
radiator,noun,"a thing that radiates or emits light, heat, or sound."
radiators,noun,"a thing that radiates or emits light, heat, or sound."
radical,adjective,"relating to the root of something, in particular:"
radical,noun,the root or base form of a word.
radical,adjective,(especially of change or action) relating to or affecting the fundamental nature of something; far-reaching or thorough.
radical,adjective,characterized by departure from tradition; innovative or progressive.
radical,noun,a person who advocates thorough or complete political or social reform; a member of a political party or part of a party pursuing such aims.
radicalism,,"The word <b>radicalism</b> comes from the Latin radicalis, ""of or having roots,"" which in turn arose from radix, or ""root."" Both <b>radical</b> and <b>radicalism</b> came out of the idea that political change must ""come from the root,"" or the very basic source of society. Definitions of <b>radicalism</b>."
radicalize,verb,cause (someone) to become an advocate of radical political or social reform.
radicalized,verb,cause (someone) to become an advocate of radical political or social reform.
radicalizes,verb,cause (someone) to become an advocate of radical political or social reform.
radicalizing,verb,cause (someone) to become an advocate of radical political or social reform.
radicals,noun,a person who advocates thorough or complete political or social reform; a member of a political party or part of a party pursuing such aims.
radicle,noun,the part of a plant embryo that develops into the primary root.
radio,noun,"the transmission and reception of electromagnetic waves of radio frequency, especially those carrying sound messages."
radioactivate,adjective,emitting or relating to the emission of ionizing radiation or particles.
radioactive,adjective,emitting or relating to the emission of ionizing radiation or particles.
radioactively,noun,the emission of ionizing radiation or particles caused by the spontaneous disintegration of atomic nuclei.
radioactivity,noun,the emission of ionizing radiation or particles caused by the spontaneous disintegration of atomic nuclei.
radioactivities,,"<b>Radioactivity</b> refers to the particles which are emitted from nuclei as a result of nuclear instability. Because the nucleus experiences the intense conflict between the two strongest forces in nature, it should not be surprising that there are many nuclear isotopes which are unstable and emit some kind of radiation."
radiobiology,noun,the branch of biology concerned with the effects of ionizing radiation on organisms and the application in biology of radiological techniques.
radiobiologic,noun,the branch of biology concerned with the effects of ionizing radiation on organisms and the application in biology of radiological techniques.
radiobroadcast,,<b>Radio broadcasting</b> is a one-way wireless transmission over <b>radio</b> waves intended to reach a wide audience.
radiobroadcaster,,<b>Radio broadcasting</b> is a one-way wireless transmission over <b>radio</b> waves intended to reach a wide audience.
radiobroadcasters,,<b>Radio broadcasting</b> is a one-way wireless transmission over <b>radio</b> waves intended to reach a wide audience.
radiocarbon,noun,a radioactive isotope of carbon.
radiocast,,"<b>Definition</b> of <b>RADIOCAST</b>. : broadcast 3. â raÂ·dioÂ·caster\""+Ë-\ noun."
radiochemical,,"<b>Radiochemistry</b> is the chemistry of radioactive materials, where radioactive isotopes of elements are used to study the properties and chemical reactions of non-radioactive isotopes (often within <b>radiochemistry</b> the absence of radioactivity leads to a substance being described as being inactive as the isotopes are stable ..."
radiochemist,,"<b>Radiochemistry</b> is the chemistry of radioactive materials, where radioactive isotopes of elements are used to study the properties and chemical reactions of non-radioactive isotopes (often within <b>radiochemistry</b> the absence of radioactivity leads to a substance being described as being inactive as the isotopes are stable ..."
radiochemistry,noun,the branch of chemistry concerned with radioactive substances.
radioed,verb,communicate or send a message by radio.
radioelement,,Medical <b>Definition</b> of <b>RADIOELEMENT</b>. : a radioactive element whether formed naturally or produced artificiallyâcompare radioisotope.
radiogenic,adjective,produced by radioactivity.
radiograph,noun,"an image produced on a sensitive plate or film by X-rays, gamma rays, or similar radiation, and typically used in medical examination."
radiographer,,A <b>radiographer</b> is an important member of the diagnostic health care team. They are responsible for producing high quality medical images that assist medical specialists and doctors to diagnose or monitor a patient's injury or illness.
radiography,noun,the process or occupation of taking radiographs to assist in medical examinations.
radiographic,,"<b>Radiography</b> is an imaging technique that uses electromagnetic radiation other than visible light, especially X-rays, to view the internal structure of a non-uniformly composed and opaque object (i.e. a non-transparent object of varying density and composition) such as the human body."
radiographically,,"<b>Radiography</b> is an imaging technique that uses electromagnetic radiation other than visible light, especially X-rays, to view the internal structure of a non-uniformly composed and opaque object (i.e. a non-transparent object of varying density and composition) such as the human body."
radiographies,,<b>Radiography</b>: The process of obtaining film records (radiographs) of internal structures of the body. <b>Radiography</b> is made possible by X-rays passing through the body to act on a specially sensitized film. Search MedTerms: Back to MedTerms online medical <b>dictionary</b> A-Z List.
radiographs,noun,"an image produced on a sensitive plate or film by X-rays, gamma rays, or similar radiation, and typically used in medical examination."
radioing,verb,communicate or send a message by radio.
radioisotope,noun,a radioactive isotope.
radioisotopes,noun,a radioactive isotope.
radioisotopic,,A naturally or artificially produced radioactive isotope. <b>radioisotope</b> in Science Expand. <b>radioisotope</b>. (rÄ'dÄ-Å-Ä«'sÉ-tÅp') A radioactive isotope of a chemical element.
radiology,noun,"the science dealing with X-rays and other high-energy radiation, especially the use of such radiation for the diagnosis and treatment of disease."
radiologic,,<b>Radiology</b> is a medical specialty that uses imaging to diagnose and treat diseases seen within the body.
radiological,,<b>Definition</b> of <b>RADIOLOGICAL</b>. 1. : of or relating to <b>radiology</b>. 2. : of or relating to nuclear radiation.
radiologically,,<b>Definition</b> of <b>RADIOLOGICAL</b>. 1. : of or relating to <b>radiology</b>. 2. : of or relating to nuclear radiation.
radiologies,,"<b>Radiologists</b> are medical doctors (MDs) or doctors of osteopathic medicine (DOs) who specialize in diagnosing and treating diseases and injuries using medical imaging techniques, such as x-rays, computed tomography (CT), magnetic resonance imaging (MRI), nuclear medicine, positron emission tomography (PET) and ..."
radiologist,,"<b>Radiologists</b> are medical doctors (MDs) or doctors of osteopathic medicine (DOs) who specialize in diagnosing and treating diseases and injuries using medical imaging techniques, such as x-rays, computed tomography (CT), magnetic resonance imaging (MRI), nuclear medicine, positron emission tomography (PET) and ..."
radiologists,,"<b>Radiologists</b> are medical doctors (MDs) or doctors of osteopathic medicine (DOs) who specialize in diagnosing and treating diseases and injuries using medical imaging techniques, such as x-rays, computed tomography (CT), magnetic resonance imaging (MRI), nuclear medicine, positron emission tomography (PET) and ..."
radiometer,noun,an instrument for detecting or measuring the intensity or force of radiation.
radiometers,noun,an instrument for detecting or measuring the intensity or force of radiation.
radiometric,adjective,relating to the measurement of radioactivity.
radiometries,adjective,relating to the measurement of radioactivity.
radiophones,,"A radiotelephone (or <b>radiophone</b>) is a communications system for transmission of speech over radio. Radiotelephone systems are not necessarily interconnected with the public ""land line"" telephone network."
radios,noun,"the transmission and reception of electromagnetic waves of radio frequency, especially those carrying sound messages."
radioscopy,noun,the examination by X-rays or similar radiation of objects opaque to light.
radiosensitive,,<b>Definition</b> of <b>RADIOSENSITIVE</b>. : sensitive to the effects of radiant energy &lt;<b>radiosensitive</b> cancer cells&gt; â raÂ·dioÂ·senÂ·siÂ·tivÂ·iÂ·ty \-Ësen(t)-sÉ-Ëti-vÉ-tÄ\ noun.
radiosensitivity,,"<b>Radiosensitivity</b> is the relative susceptibility of cells, tissues, organs or organisms to the harmful effect of ionizing radiation."
radiosonde,noun,an instrument carried by balloon or other means to various levels of the atmosphere and transmitting measurements by radio.
radiosondes,noun,an instrument carried by balloon or other means to various levels of the atmosphere and transmitting measurements by radio.
radiosurgeries,,"<b>Definition</b>: Stereotactic <b>radiosurgery</b> (SRS) treats brain disorders with a precise delivery of a single, high dose of radiation in a one-day session. Focused radiation beams are delivered to a specific area of the brain to treat abnormalities, tumors or functional disorders."
radiotelegraph,,a telegraph in which messages or signals are sent by means of radio waves rather than through wires or cables. v.t. 2. to send (a message) by <b>radiotelegraph</b>.
radiotelegraphic,,<b>Definition</b> of <b>RADIOTELEGRAPH</b>. : wireless telegraphy. â raÂ·dioÂ·teÂ·legÂ·raÂ·phy \-tÉ-Ële-grÉ-fÄ\ noun.
radiotelephone,,A <b>radiotelephone</b> (or <b>radiophone</b>) is a communications system for transmission of speech over radio.
radiotelephones,,A <b>radiotelephone</b> (or <b>radiophone</b>) is a communications system for transmission of speech over radio.
radiotelephony,,"A <b>radiotelephone</b> (or radiophone) is a communications system for transmission of speech over radio. <b>Radiotelephone</b> systems are not necessarily interconnected with the public ""land line"" telephone network."
radiotelephonic,,"A <b>radiotelephone</b> (or radiophone) is a communications system for transmission of speech over radio. <b>Radiotelephone</b> systems are not necessarily interconnected with the public ""land line"" telephone network."
radiotherapy,noun,"the treatment of disease, especially cancer, using X-rays or similar forms of radiation."
radish,noun,"a swollen pungent-tasting edible root, especially a variety which is small, spherical, and red, and eaten raw with salad."
radishes,noun,"a swollen pungent-tasting edible root, especially a variety which is small, spherical, and red, and eaten raw with salad."
radium,noun,"the chemical element of atomic number 88, a rare radioactive metal of the alkaline earth series. It was formerly used as a source of radiation for radiotherapy."
radius,noun,a straight line from the centre to the circumference of a circle or sphere.
radiuses,noun,a straight line from the centre to the circumference of a circle or sphere.
radome,noun,"a dome or other structure protecting radar equipment and made from material transparent to radio waves, especially one on the outer surface of an aircraft."
radomes,noun,"a dome or other structure protecting radar equipment and made from material transparent to radio waves, especially one on the outer surface of an aircraft."
radon,noun,"the chemical element of atomic number 86, a rare radioactive gas belonging to the noble gas series."
rads,noun,a political radical.
raffia,noun,"a palm tree native to tropical Africa and Madagascar, with a short trunk and leaves which may be up to 18 m (60 feet) long."
raffias,noun,"a palm tree native to tropical Africa and Madagascar, with a short trunk and leaves which may be up to 18 m (60 feet) long."
raffish,adjective,"unconventional and slightly disreputable, especially in an attractive way."
raffishly,adjective,"unconventional and slightly disreputable, especially in an attractive way."
raffishness,,: marked by or suggestive of flashy vulgarity or crudeness. : marked by a careless unconventionality : rakish. â raffÂ·ishÂ·ly adverb. â raffÂ·ishÂ·ness noun. See <b>raffish defined</b> for English-language learners.
raffle,verb,offer as a prize in a raffle.
raffle,noun,"a means of raising money by selling numbered tickets, one or some of which are subsequently drawn at random, the holder or holders of such tickets winning a prize."
raffled,verb,offer as a prize in a raffle.
raffles,verb,offer as a prize in a raffle.
raffles,noun,"a means of raising money by selling numbered tickets, one or some of which are subsequently drawn at random, the holder or holders of such tickets winning a prize."
raffling,verb,offer as a prize in a raffle.
raft,noun,"a flat buoyant structure of timber or other materials fastened together, used as a boat or floating platform."
rafted,verb,travel on or as if on a raft.
rafter,noun,a beam forming part of the internal framework of a roof.
rafters,noun,a beam forming part of the internal framework of a roof.
rafting,noun,the sport or pastime of travelling down a river on a raft.
rafts,noun,"a flat buoyant structure of timber or other materials fastened together, used as a boat or floating platform."
raftsman,noun,a man who works on a raft.
raftsmen,noun,a man who works on a raft.
rag,noun,"a piece of old cloth, especially one torn from a larger piece, used typically for cleaning things."
raga,noun,"(in Indian classical music) each of the six basic musical modes which express different moods in certain characteristic progressions, with more emphasis placed on some notes than others."
ragamuffin,noun,"a person, typically a child, in ragged, dirty clothes."
ragamuffin,noun,"an exponent or follower of ragga, typically one dressing in scruffy clothes."
ragamuffins,noun,"a person, typically a child, in ragged, dirty clothes."
ragamuffins,noun,"an exponent or follower of ragga, typically one dressing in scruffy clothes."
ragas,noun,"(in Indian classical music) each of the six basic musical modes which express different moods in certain characteristic progressions, with more emphasis placed on some notes than others."
ragbag,noun,a bag in which scraps of fabric and old clothes are kept for use.
ragbags,noun,a bag in which scraps of fabric and old clothes are kept for use.
rage,noun,violent uncontrollable anger.
rage,noun,a vehement desire or passion.
rage,verb,feel or express violent uncontrollable anger.
raged,verb,feel or express violent uncontrollable anger.
rages,noun,violent uncontrollable anger.
rages,noun,a vehement desire or passion.
ragged,adjective,(of cloth or clothes) old and torn.
ragged,adjective,having a rough or irregular surface or edge.
ragged,adjective,"lacking finish, smoothness, or uniformity."
ragged,adjective,suffering from exhaustion or stress.
raggeder,,<b>raggeder</b> is a valid Words With Friends word. ragged_robin. raggedest. Bring out the linguist in you!
raggedest,,"<b>Raggedest</b> is worth 12 points in Scrabble, and 14 points in Words with Friends. There are 9 letters in <b>raggedest</b>: A D E E G G R S T."
raggedy,adjective,scruffy; shabby.
raggedly,,: roughly unkempt. 2. : having an irregular edge or outline. 3. a : torn or worn to tatters.
raggedness,,"adjective. (of clothes) worn to rags; tattered. (of a person) dressed in shabby tattered clothes. having a neglected or unkempt appearance: ragged weeds. having a loose, rough, or uneven surface or edge; jagged."
raggy,adjective,ragged.
ragging,verb,"give a decorative effect to (a painted surface) by applying paint, typically of a different colour, with a rag."
raggle,,<b>Definition</b> of <b>RAGGLE</b>. 1. : a groove cut in masonry; especially : one that receives the upper edge of a flashing above a roof. 2. : a manufactured building unit provided with a groove into which metal flashing can be fitted.
raging,adjective,showing rage.
raging,verb,feel or express violent uncontrollable anger.
raglan,adjective,"having or denoting sleeves that continue in one piece up to the neck of a garment, without a shoulder seam."
raglans,noun,an overcoat with raglan sleeves.
ragman,noun,"a person who collects or deals in rags, old clothes, and other items."
ragmen,noun,"a person who collects or deals in rags, old clothes, and other items."
ragout,noun,a highly seasoned dish of small pieces of meat stewed with vegetables.
ragouting,,"<b>ragout</b>. [ra-goo] /rÃ¦Ëgu/ French Cookery. a highly seasoned stew of meat or fish, with or without vegetables."
ragouts,noun,a highly seasoned dish of small pieces of meat stewed with vegetables.
rags,noun,"a piece of old cloth, especially one torn from a larger piece, used typically for cleaning things."
ragweed,noun,"a North American plant of the daisy family. Its tiny green flowers produce copious amounts of pollen, making it a major causative agent of hay fever in some areas."
ragweeds,noun,"a North American plant of the daisy family. Its tiny green flowers produce copious amounts of pollen, making it a major causative agent of hay fever in some areas."
ragwort,noun,"a yellow-flowered ragged-leaved European plant of the daisy family, which is a common weed of grazing land and is toxic to livestock."
ragworts,noun,"a yellow-flowered ragged-leaved European plant of the daisy family, which is a common weed of grazing land and is toxic to livestock."
rah,exclamation,a cheer of encouragement or approval.
ray,noun,"each of the lines in which light (and heat) may seem to stream from the sun or any luminous body, or pass through a small opening."
raid,abbreviation,"redundant array of independent (or inexpensive) disks, a system for providing greater capacity, faster access, and security against data corruption by spreading data across several disk drives."
raid,noun,"a rapid surprise attack on an enemy by troops, aircraft, or other armed forces."
raid,verb,conduct a raid on.
raided,verb,conduct a raid on.
raider,noun,a person who attacks an enemy in their territory; a marauder.
raiders,noun,a person who attacks an enemy in their territory; a marauder.
raiding,verb,conduct a raid on.
raids,noun,"a rapid surprise attack on an enemy by troops, aircraft, or other armed forces."
raids,verb,conduct a raid on.
rayed,adjective,having rays of a specified number or kind.
raying,verb,spread from or as if from a central point.
rail,noun,"a bar or series of bars fixed on upright supports or attached to a wall or ceiling, serving as part of a barrier or used to hang things on."
railbird,noun,"a spectator at a horse race, especially one who watches from the railings along the track."
railed,verb,provide or enclose (a space or place) with a rail or rails.
rayless,,"Definition of RAYLESS. : having, admitting, or emitting no rays; especially : dark. â rayÂ·lessÂ·ness noun."
railhead,noun,a point on a railway from which roads and other transport routes begin.
railheads,noun,a point on a railway from which roads and other transport routes begin.
railing,noun,a fence or barrier made of rails.
railing,verb,provide or enclose (a space or place) with a rail or rails.
railings,noun,a fence or barrier made of rails.
raillery,noun,good-humoured teasing.
railroader,,"A road composed of parallel steel rails supported by ties and providing a track for locomotive-drawn trains or other wheeled vehicles. 2. A system of <b>railroad</b> track, together with the land, stations, rolling stock, and other related property under one management. v. railÂ·roadÂ·ed, railÂ·roadÂ·ing, railÂ·roads."
railroaders,,"A road composed of parallel steel rails supported by ties and providing a track for locomotive-drawn trains or other wheeled vehicles. 2. A system of <b>railroad</b> track, together with the land, stations, rolling stock, and other related property under one management. v. railÂ·roadÂ·ed, railÂ·roadÂ·ing, railÂ·roads."
rails,noun,"a bar or series of bars fixed on upright supports or attached to a wall or ceiling, serving as part of a barrier or used to hang things on."
railway,noun,a track made of steel rails along which trains run.
railways,noun,a track made of steel rails along which trains run.
raiment,noun,clothing.
raiments,noun,clothing.
rain,noun,the condensed moisture of the atmosphere falling visibly in separate drops.
rain,verb,rain falls.
rainbow,noun,"an arch of colours visible in the sky, caused by the refraction and dispersion of the sun's light by rain or other water droplets in the atmosphere. The colours of the rainbow are generally said to be red, orange, yellow, green, blue, indigo, and violet."
rainbows,noun,"an arch of colours visible in the sky, caused by the refraction and dispersion of the sun's light by rain or other water droplets in the atmosphere. The colours of the rainbow are generally said to be red, orange, yellow, green, blue, indigo, and violet."
raincoat,noun,"a long coat, typically having a belt, made from waterproofed or water-resistant fabric."
raincoats,noun,"a long coat, typically having a belt, made from waterproofed or water-resistant fabric."
raindrop,noun,a single drop of rain.
raindrops,noun,a single drop of rain.
rained,verb,rain falls.
rainfall,noun,the fall of rain.
rainfalls,noun,the fall of rain.
rainy,adjective,"(of weather, a period, or an area) having or characterized by considerable rainfall."
rainier,adjective,"(of weather, a period, or an area) having or characterized by considerable rainfall."
rainiest,adjective,"(of weather, a period, or an area) having or characterized by considerable rainfall."
raining,verb,rain falls.
rainmaker,noun,"a person who attempts to cause rain to fall, either by rituals or by a scientific technique such as seeding clouds with crystals."
rainmakers,noun,"a person who attempts to cause rain to fall, either by rituals or by a scientific technique such as seeding clouds with crystals."
rainout,noun,a cancellation or premature ending of an event because of rain.
rainproof,adjective,(especially of a building or garment) impervious to rain.
rains,noun,the condensed moisture of the atmosphere falling visibly in separate drops.
rains,verb,rain falls.
rainstorm,noun,a storm with heavy rain.
rainstorms,noun,a storm with heavy rain.
rainwater,noun,water that has fallen as or been obtained from rain.
rainwear,noun,waterproof or water-resistant clothes suitable for wearing in the rain.
rayon,noun,a textile fibre or fabric made from regenerated cellulose (viscose).
